word,language,count,pos,tsne_x,tsne_y
adventure,en,8,NOUN,30.33873,-0.5489238
horror,en,5,NOUN,29.776854,-0.99094224
reputation,en,3,NOUN,1.3633672,45.448593
interpretation,en,2,NOUN,22.925375,31.644625
commerce,en,6,NOUN,5.99046,23.141623
oak,en,1,NOUN,52.148037,-27.136194
angel,en,6,NOUN,36.38603,2.9613614
extent,en,3,NOUN,18.691608,30.13836
superior,en,3,NOUN,45.547447,20.043493
relation,en,20,NOUN,19.280651,31.401152
shell,en,4,NOUN,50.523834,-7.7944617
comparison,en,2,NOUN,16.179745,31.281311
basin,en,5,NOUN,20.810493,-36.08993
charity,en,4,NOUN,8.706601,-1.4463807
representation,en,3,NOUN,17.303638,29.125717
plate,en,3,NOUN,46.927166,7.7258606
landscape,en,1,NOUN,36.5693,-16.347273
guardian,en,2,NOUN,8.160455,16.358503
eighth,en,2,NOUN,11.120073,11.181707
riding,en,2,NOUN,62.776794,-10.557848
arrival,en,4,NOUN,5.978606,6.413595
prose,en,2,NOUN,29.257782,-10.480056
volunteer,en,1,NOUN,7.182627,2.1951141
fun,en,1,NOUN,31.555716,12.508371
grace,en,6,NOUN,33.908493,14.668491
honour,en,39,NOUN,29.667294,-13.961945
soil,en,3,NOUN,51.2504,-21.774529
possibility,en,3,NOUN,19.45899,39.270504
ghost,en,1,NOUN,31.421795,0.56906015
elevation,en,1,NOUN,14.377931,-0.95670706
waste,en,1,NOUN,47.416492,-21.401798
fruit,en,15,NOUN,57.14512,-22.252584
crystal,en,1,NOUN,42.36595,-2.986279
monastery,en,3,NOUN,27.451954,-25.303013
stream,en,4,NOUN,19.700401,-36.5048
predecessor,en,1,NOUN,7.2216554,-5.9462557
pain,en,13,NOUN,52.2142,17.945704
suggestion,en,1,NOUN,21.526272,34.365158
coat,en,2,NOUN,61.362015,-1.97383
behaviour,en,3,NOUN,30.601826,35.24343
merchant,en,8,NOUN,20.46416,0.9773829
employment,en,5,NOUN,6.5312862,27.358965
statue,en,14,NOUN,35.945274,-21.283457
wonder,en,13,NOUN,21.313086,24.581028
waiting,en,1,NOUN,25.00738,22.450125
patient,en,1,NOUN,51.92216,19.766785
belief,en,1,NOUN,24.247663,30.93157
visitor,en,1,NOUN,11.512413,-0.34650433
hole,en,2,NOUN,48.897076,-1.6461592
passage,en,10,NOUN,17.881657,14.318894
wedding,en,1,NOUN,23.789824,-7.233321
revenue,en,2,NOUN,5.21963,27.411299
suit,en,2,NOUN,56.529804,2.984414
sculpture,en,2,NOUN,35.916973,-18.029457
wolf,en,1,NOUN,65.5815,-14.334727
conclusion,en,5,NOUN,23.782265,32.4508
diamond,en,26,NOUN,43.260574,-2.4974124
liberty,en,27,NOUN,45.084312,39.12188
siege,en,8,NOUN,3.4604564,4.9181027
inch,en,2,NOUN,48.86905,-6.5023084
absence,en,1,NOUN,14.178588,22.676023
regard,en,5,NOUN,20.399755,31.396025
pole,en,1,NOUN,6.2481494,-15.9088
tail,en,2,NOUN,57.203415,8.114915
stable,en,3,NOUN,10.090077,32.597862
vessel,en,5,NOUN,10.529383,-11.482796
hearing,en,2,NOUN,32.045544,40.143135
falling,en,1,NOUN,49.805325,12.379997
villa,en,3,NOUN,34.78437,-32.991913
rival,en,1,NOUN,7.0615306,-4.413875
inquiry,en,5,NOUN,28.701363,41.486023
belt,en,1,NOUN,54.031372,3.0366077
submission,en,2,NOUN,8.028581,36.83671
mystery,en,2,NOUN,30.273169,-0.57428324
walking,en,1,NOUN,50.13876,8.286031
clock,en,2,NOUN,33.70458,-40.485817
distinction,en,4,NOUN,16.899742,30.905672
pen,en,1,NOUN,49.928047,-3.8409865
transition,en,1,NOUN,11.003125,32.55155
citizen,en,1,NOUN,-2.3903446,7.6134715
appointment,en,1,NOUN,5.130533,-7.3529053
angle,en,1,NOUN,45.98854,9.126371
ninth,en,1,NOUN,11.12132,11.196163
exercise,en,3,NOUN,28.493303,35.99643
resort,en,2,NOUN,29.079002,3.2346625
dancing,en,5,NOUN,31.747732,-6.038841
tribute,en,1,NOUN,32.543587,-13.335613
bed,en,12,NOUN,44.045853,-15.327407
hunting,en,2,NOUN,63.57019,-18.377417
voyage,en,7,NOUN,11.096358,-10.419009
affair,en,8,NOUN,33.815346,36.16061
item,en,1,NOUN,17.558044,27.093927
cap,en,4,NOUN,58.18963,1.9658285
throne,en,3,NOUN,10.009152,-18.168364
grandfather,en,1,NOUN,16.704842,-8.375297
flower,en,18,NOUN,57.383957,-25.020319
meat,en,4,NOUN,59.985332,-16.930346
moral,en,2,NOUN,30.163347,24.986609
grove,en,5,NOUN,52.25948,-27.765709
tea,en,5,NOUN,53.605873,-15.449054
heaven,en,6,NOUN,36.041393,3.8009706
aspect,en,1,NOUN,19.872246,29.413887
intention,en,1,NOUN,19.558802,40.37469
pat,en,1,NOUN,63.968044,-5.5431743
suffering,en,1,NOUN,49.584427,21.846567
globe,en,1,NOUN,4.75061,-31.938776
experiment,en,2,NOUN,20.215147,17.048798
diameter,en,1,NOUN,46.55574,9.935753
plenty,en,8,NOUN,19.50197,25.175404
sword,en,1,NOUN,62.5464,6.9979525
rebellion,en,3,NOUN,0.82625395,7.562716
physician,en,1,NOUN,20.503407,-14.885244
cloud,en,4,NOUN,16.460289,0.8234531
noise,en,4,NOUN,43.031742,12.734157
beer,en,1,NOUN,51.981792,-15.50612
loop,en,2,NOUN,16.677559,-33.587708
hat,en,2,NOUN,57.9678,1.5204536
coffee,en,13,NOUN,53.5242,-15.44038
chancellor,en,1,NOUN,4.3996577,-8.556336
apartment,en,26,NOUN,35.494907,-30.64244
harbour,en,1,NOUN,24.338232,-34.497063
devil,en,3,NOUN,37.008595,1.8395883
sultan,en,24,NOUN,39.081474,-36.287266
milk,en,3,NOUN,57.910267,-18.43303
romance,en,1,NOUN,28.076616,-3.0818748
mistake,en,4,NOUN,25.068596,38.21544
remainder,en,1,NOUN,14.370367,13.892032
sum,en,3,NOUN,15.323156,28.03517
mythology,en,1,NOUN,37.965057,-2.703702
confusion,en,3,NOUN,24.398851,40.040806
occasion,en,33,NOUN,29.16102,-14.282992
possession,en,7,NOUN,-0.66062784,27.203945
reverse,en,1,NOUN,12.827754,32.830315
cotton,en,1,NOUN,57.99509,-4.3876433
sitting,en,1,NOUN,43.231544,-15.935183
bone,en,2,NOUN,56.31519,13.040873
monster,en,2,NOUN,37.597378,0.25651938
succession,en,1,NOUN,9.577659,-17.699083
kid,en,1,NOUN,21.273067,-2.651064
delivery,en,2,NOUN,5.882462,17.989798
slave,en,26,NOUN,41.624596,38.16466
favour,en,8,NOUN,14.779728,36.92128
printing,en,1,NOUN,51.08044,-5.012751
theology,en,1,NOUN,20.761978,-19.20746
reed,en,1,NOUN,55.67194,-29.880783
debt,en,2,NOUN,4.5474844,28.446743
bath,en,9,NOUN,44.44307,-17.357311
custom,en,27,NOUN,24.8257,6.9237804
profession,en,2,NOUN,8.976594,25.715359
grass,en,1,NOUN,51.738125,-23.119406
suburb,en,2,NOUN,27.554354,-36.993225
pearl,en,20,NOUN,44.29633,-2.859028
chorus,en,4,NOUN,33.958187,-6.8420906
cattle,en,1,NOUN,62.264957,-15.1506405
tale,en,3,NOUN,31.648392,-1.6368442
jet,en,1,NOUN,3.7903895,-23.016264
horn,en,3,NOUN,66.40037,-10.001584
pine,en,1,NOUN,52.152477,-27.071877
button,en,6,NOUN,45.85083,0.948631
neck,en,10,NOUN,55.608624,9.834674
vanity,en,3,NOUN,30.107378,28.901024
gift,en,2,NOUN,31.138996,17.686272
prayer,en,4,NOUN,25.861818,-18.484558
danger,en,8,NOUN,15.0467415,43.743874
isle,en,1,NOUN,68.61621,11.338444
conversation,en,14,NOUN,25.797035,26.722038
inn,en,6,NOUN,37.695663,-13.329768
ba,en,2,NOUN,18.777908,-18.34867
illness,en,1,NOUN,49.90441,21.962666
dress,en,65,NOUN,56.786118,0.2554435
autumn,en,1,NOUN,13.156852,5.078019
difficulty,en,3,NOUN,21.517347,40.63382
wealth,en,4,NOUN,21.96185,4.0602446
pride,en,2,NOUN,43.339813,31.029503
friendship,en,6,NOUN,28.985481,17.09417
corruption,en,2,NOUN,34.59041,37.768047
examination,en,1,NOUN,-7.249456,29.03451
luck,en,2,NOUN,24.310167,24.845919
im,en,1,NOUN,77.98809,4.783733
preparation,en,1,NOUN,15.84804,17.539036
declaration,en,3,NOUN,-1.8581847,21.238657
discipline,en,1,NOUN,30.38133,22.741388
compound,en,2,NOUN,53.067482,-11.601815
wire,en,1,NOUN,51.68812,2.8978415
verse,en,16,NOUN,30.052025,-10.735474
congregation,en,1,NOUN,25.08834,-21.607407
drinking,en,1,NOUN,50.56937,-16.216042
companion,en,2,NOUN,9.764231,-29.796312
consideration,en,4,NOUN,20.651108,32.70793
fate,en,1,NOUN,42.78738,26.660551
excellence,en,1,NOUN,24.261726,13.649049
nonsense,en,2,NOUN,29.98616,29.131998
contrary,en,6,NOUN,23.855255,31.584532
mosque,en,22,NOUN,39.992558,-36.08298
impression,en,1,NOUN,23.091722,28.041578
dancer,en,1,NOUN,31.518778,-6.0395627
anchor,en,1,NOUN,9.325651,15.195192
disorder,en,3,NOUN,50.43423,19.648148
observation,en,6,NOUN,-6.2037973,32.643433
judgment,en,3,NOUN,28.2008,34.42586
prisoner,en,4,NOUN,39.570847,40.127945
dome,en,6,NOUN,37.78634,-27.72409
sight,en,15,NOUN,54.636368,11.670677
fortune,en,7,NOUN,21.973421,3.8160963
tomb,en,6,NOUN,31.868912,-23.263153
garrison,en,10,NOUN,3.6680655,3.7191527
eating,en,3,NOUN,58.69775,-14.415347
doctrine,en,2,NOUN,21.788029,-19.99913
dollar,en,1,NOUN,43.16106,4.231221
consumption,en,1,NOUN,11.645755,25.644112
sheet,en,1,NOUN,51.17208,-4.5850463
confidence,en,2,NOUN,27.737148,32.13024
breeding,en,5,NOUN,66.367134,-17.16606
arch,en,6,NOUN,36.223625,-25.784294
punishment,en,3,NOUN,38.914673,38.22855
lighting,en,1,NOUN,46.40237,-10.873616
taste,en,17,NOUN,55.44239,-15.847475
payment,en,1,NOUN,4.612636,28.27438
militia,en,1,NOUN,4.11048,2.3177772
afternoon,en,1,NOUN,15.033225,7.485735
scandal,en,5,NOUN,33.49201,36.926506
widow,en,11,NOUN,18.60148,-8.099245
witness,en,3,NOUN,32.57664,40.14413
diet,en,1,NOUN,58.768642,-14.118333
fringe,en,2,NOUN,29.319132,30.498474
passion,en,19,NOUN,32.511223,15.052235
joy,en,7,NOUN,33.777103,14.018732
kitchen,en,3,NOUN,44.290405,-13.977976
comedian,en,1,NOUN,29.68916,-5.576702
arsenal,en,1,NOUN,-0.66843754,-43.107906
gravity,en,4,NOUN,37.397312,7.180697
frontier,en,5,NOUN,0.8877083,4.875761
slavery,en,3,NOUN,41.608284,38.094982
hood,en,1,NOUN,62.316948,1.817898
tributary,en,1,NOUN,20.318932,-36.26514
commanding,en,1,NOUN,3.8840163,0.008251508
midnight,en,2,NOUN,15.500539,7.073415
diversity,en,1,NOUN,17.29662,22.190819
complaint,en,3,NOUN,29.20516,38.723034
egg,en,3,NOUN,60.17616,-19.955658
conquest,en,5,NOUN,1.8861351,5.5561028
lover,en,16,NOUN,26.453783,-3.8060338
sin,en,2,NOUN,40.31494,25.509064
cannon,en,1,NOUN,48.610764,-8.038224
catalogue,en,1,NOUN,9.325538,-36.648033
sheep,en,3,NOUN,62.531178,-15.2765875
sculptor,en,1,NOUN,35.9429,-17.490593
praise,en,7,NOUN,27.668322,18.474298
spy,en,1,NOUN,1.5044918,18.229797
twentieth,en,1,NOUN,11.373056,12.22203
engagement,en,1,NOUN,3.0827525,11.42106
dinner,en,10,NOUN,25.185799,-8.304753
retreat,en,2,NOUN,4.1550655,4.785942
fault,en,5,NOUN,25.671604,38.80879
pound,en,9,NOUN,43.49508,4.615581
glory,en,4,NOUN,38.000145,14.989859
skill,en,4,NOUN,43.2584,19.858196
breed,en,6,NOUN,66.477036,-17.037655
pipe,en,2,NOUN,44.02811,-19.9079
heir,en,4,NOUN,16.780703,-9.447639
tissue,en,1,NOUN,55.49768,15.314597
monarch,en,2,NOUN,9.758559,-19.43318
favourite,en,13,NOUN,7.2701607,-23.47199
mixture,en,6,NOUN,53.108437,-11.894137
servant,en,7,NOUN,20.439442,-11.641891
maker,en,1,NOUN,26.450811,5.604722
nose,en,1,NOUN,56.732666,9.726416
pace,en,4,NOUN,43.780624,18.055498
thunder,en,2,NOUN,39.913906,1.9470271
monk,en,1,NOUN,26.57992,-25.784836
jam,en,5,NOUN,55.580254,-18.413406
goddess,en,2,NOUN,37.991425,-3.0270174
notion,en,13,NOUN,22.296556,30.390703
lightning,en,1,NOUN,39.931763,1.9382541
pond,en,2,NOUN,22.927298,-35.957764
toy,en,2,NOUN,39.961384,-8.698737
nurse,en,2,NOUN,19.666334,-10.3172245
patron,en,1,NOUN,26.009003,-16.23753
ash,en,3,NOUN,50.191757,-25.910421
smoke,en,1,NOUN,49.026756,-10.876238
grain,en,1,NOUN,52.905262,-19.777212
bench,en,1,NOUN,7.537074,9.363584
paradise,en,3,NOUN,35.917667,3.9028552
nobility,en,2,NOUN,14.683476,-15.947846
tomorrow,en,1,NOUN,23.403276,22.962671
agenda,en,1,NOUN,29.754744,32.240734
provision,en,3,NOUN,7.820527,29.303057
humanity,en,2,NOUN,36.34534,9.23424
terror,en,3,NOUN,38.891857,36.823925
shoulder,en,9,NOUN,53.39578,9.318738
bunch,en,1,NOUN,19.944296,25.354532
knee,en,4,NOUN,52.72288,9.699515
travelling,en,6,NOUN,11.941507,-8.534305
consequence,en,3,NOUN,17.216383,34.78606
furniture,en,8,NOUN,42.691467,-9.9356365
refuge,en,1,NOUN,9.215998,44.095985
vale,en,1,NOUN,25.467266,-35.21853
paste,en,1,NOUN,30.832232,6.817682
convoy,en,3,NOUN,6.5153413,-0.13839549
preference,en,3,NOUN,15.103538,37.081753
tune,en,4,NOUN,33.726402,-5.7070026
harmony,en,2,NOUN,35.376274,15.47896
pocket,en,2,NOUN,50.740532,-0.66509813
treasury,en,1,NOUN,3.69564,-6.746272
clothes,en,11,NOUN,56.296024,-0.25919926
fur,en,7,NOUN,60.671085,-4.6491485
marble,en,38,NOUN,39.0613,-21.184912
motto,en,4,NOUN,-7.0204625,-33.319103
brass,en,2,NOUN,43.948704,-20.322603
bag,en,3,NOUN,51.154846,-1.5548742
skull,en,2,NOUN,56.43197,12.455045
quantity,en,11,NOUN,13.976016,26.25609
barrier,en,1,NOUN,19.268677,14.022186
silence,en,2,NOUN,39.088566,13.283637
exterior,en,1,NOUN,37.797165,-26.73318
imprisonment,en,1,NOUN,38.029472,39.490353
builder,en,1,NOUN,26.208261,5.424976
arrow,en,2,NOUN,63.128765,8.054601
bread,en,2,NOUN,58.11615,-17.81377
nest,en,2,NOUN,60.969902,-20.198883
prey,en,2,NOUN,61.595333,-19.958326
mathematician,en,1,NOUN,21.386889,-16.031416
inscription,en,8,NOUN,34.981487,-21.195345
demonstration,en,1,NOUN,20.12246,16.7252
invitation,en,1,NOUN,-5.813441,-0.99318933
fever,en,5,NOUN,52.071266,22.906765
empress,en,22,NOUN,11.837619,-18.398012
clergy,en,1,NOUN,23.750729,-21.991802
breast,en,4,NOUN,55.2939,14.044994
beast,en,3,NOUN,37.54771,0.5507652
griffin,en,2,NOUN,55.097614,-31.02673
proportion,en,10,NOUN,13.878181,25.725878
ceiling,en,1,NOUN,38.405785,-25.73435
excess,en,3,NOUN,13.035583,26.131931
hanging,en,1,NOUN,52.620907,3.7293494
invention,en,4,NOUN,27.84265,7.4368706
manufacture,en,1,NOUN,27.212868,6.369362
cabin,en,1,NOUN,41.09505,-13.877814
tongue,en,2,NOUN,57.96421,10.599869
fountain,en,16,NOUN,35.479362,-22.836626
strait,en,8,NOUN,23.298216,-33.670082
alphabet,en,1,NOUN,-4.692069,-29.700964
shirt,en,1,NOUN,57.19057,1.285629
acre,en,1,NOUN,19.640192,5.7069125
finger,en,4,NOUN,54.792355,8.448254
spite,en,4,NOUN,32.738525,33.243076
troop,en,1,NOUN,4.7226324,2.8933094
corn,en,5,NOUN,53.093838,-19.852152
pleasure,en,53,NOUN,32.62776,13.123002
faction,en,1,NOUN,2.141305,-4.2770967
olive,en,3,NOUN,55.375214,-20.714731
treasurer,en,1,NOUN,3.9035232,-7.6889873
sally,en,1,NOUN,42.80355,0.018932898
silk,en,7,NOUN,57.29425,-3.5530198
pageant,en,1,NOUN,33.69172,6.1861315
objection,en,1,NOUN,21.866083,34.23301
brilliant,en,1,NOUN,29.521059,11.648332
creature,en,14,NOUN,37.736397,0.097338885
puppet,en,1,NOUN,40.62869,-0.48382127
ear,en,4,NOUN,56.16327,10.759105
altar,en,4,NOUN,30.878817,-21.660147
discharge,en,1,NOUN,11.307923,20.923906
penny,en,1,NOUN,42.87045,3.0397809
mud,en,1,NOUN,46.83331,-18.36895
honey,en,3,NOUN,57.25033,-19.930603
trunk,en,2,NOUN,65.05743,1.3558582
handful,en,1,NOUN,16.395332,24.844511
dish,en,9,NOUN,57.951294,-16.12027
luxury,en,3,NOUN,28.311052,3.654692
sake,en,3,NOUN,31.334406,20.910423
torture,en,1,NOUN,38.982464,37.713715
pavilion,en,1,NOUN,34.786953,-23.537645
knife,en,3,NOUN,62.046173,6.814231
yesterday,en,16,NOUN,23.342299,23.017183
feast,en,3,NOUN,28.444176,-16.560467
leather,en,1,NOUN,55.898933,-2.454308
mercy,en,3,NOUN,33.626583,16.450138
bottle,en,1,NOUN,51.14298,-14.189198
coral,en,1,NOUN,42.575603,-23.193823
rowing,en,1,NOUN,9.247613,-12.777998
wound,en,4,NOUN,54.828777,10.295079
conviction,en,1,NOUN,36.58642,39.712154
regent,en,1,NOUN,11.002966,-18.991182
salary,en,2,NOUN,5.7657795,27.926357
tragedy,en,2,NOUN,33.144802,-10.894174
testimony,en,1,NOUN,32.48337,40.12193
duchess,en,10,NOUN,13.452376,-19.479244
reflection,en,13,NOUN,36.576126,12.491113
booth,en,1,NOUN,41.835842,-15.032769
courage,en,5,NOUN,31.914656,16.587532
ease,en,3,NOUN,21.820269,41.0565
rent,en,1,NOUN,4.3813777,27.398388
verses,en,1,NOUN,30.084797,-10.737349
keeper,en,1,NOUN,19.938803,-12.977638
prospect,en,19,NOUN,19.00704,39.242725
anger,en,1,NOUN,38.4326,31.014698
decoration,en,2,NOUN,38.844357,-17.572565
boot,en,2,NOUN,53.503803,-1.0891312
ribbon,en,6,NOUN,24.664228,11.9664755
infant,en,5,NOUN,18.30533,-4.4792433
correspondent,en,4,NOUN,8.993304,15.697802
bride,en,11,NOUN,23.619406,-6.8147945
sailor,en,1,NOUN,13.191586,-10.619704
burden,en,3,NOUN,21.20141,38.958557
ruby,en,5,NOUN,43.31339,-4.1384077
instant,en,1,NOUN,13.221813,29.664106
calm,en,1,NOUN,36.113438,18.277199
sterling,en,6,NOUN,43.41524,4.0259857
whale,en,1,NOUN,62.731453,-19.120852
justification,en,1,NOUN,22.697262,34.31094
ivory,en,3,NOUN,40.13427,-19.286882
pot,en,5,NOUN,48.537178,-14.600908
patriarch,en,1,NOUN,24.697735,-24.182558
sunshine,en,1,NOUN,16.98065,3.5033479
mob,en,5,NOUN,35.870644,42.161156
virtue,en,7,NOUN,32.260685,19.596207
carnival,en,1,NOUN,34.081856,-3.0350342
hay,en,3,NOUN,53.052795,-20.798923
convent,en,5,NOUN,27.877752,-24.658165
dealer,en,1,NOUN,21.538134,1.4497001
frost,en,1,NOUN,55.638424,-27.120127
reverend,en,2,NOUN,25.157372,-20.703669
prohibition,en,1,NOUN,7.7019334,30.620495
countess,en,8,NOUN,14.29072,-19.35918
sovereignty,en,1,NOUN,-1.7806255,21.356775
breach,en,2,NOUN,29.85778,36.949184
rope,en,1,NOUN,52.888,3.1305423
pension,en,3,NOUN,5.7409925,28.213802
spike,en,1,NOUN,60.547462,8.248032
accommodation,en,4,NOUN,27.71497,1.8807082
gazette,en,1,NOUN,6.951768,16.26963
cloth,en,12,NOUN,56.44866,-2.6645179
strain,en,2,NOUN,48.807125,17.38078
consul,en,1,NOUN,4.4484525,-12.137659
coronation,en,1,NOUN,8.989927,-20.059996
prophet,en,4,NOUN,34.365005,1.8335341
fabric,en,1,NOUN,56.525654,-2.3684263
carriage,en,2,NOUN,44.45899,-26.13648
yacht,en,2,NOUN,9.58363,-12.352902
genius,en,5,NOUN,29.80112,11.495981
continuation,en,3,NOUN,12.155435,13.808951
comfort,en,5,NOUN,38.896862,18.253113
dwarf,en,2,NOUN,9.180913,-28.269484
fold,en,3,NOUN,58.208454,15.125874
happiness,en,10,NOUN,34.64774,16.437315
warehouse,en,1,NOUN,42.345726,-12.325185
miracle,en,5,NOUN,7.100109,-43.58846
leisure,en,3,NOUN,28.765707,3.4281285
wage,en,1,NOUN,6.1842937,27.53847
midway,en,2,NOUN,14.623422,13.049837
scratch,en,1,NOUN,31.988533,8.301264
partition,en,1,NOUN,-0.34886256,22.211432
destiny,en,4,NOUN,34.69698,2.7858374
persecution,en,2,NOUN,40.12083,35.92837
fool,en,3,NOUN,40.45047,11.122735
dirt,en,3,NOUN,46.434513,-19.035852
imagination,en,4,NOUN,33.356403,11.021734
amusement,en,7,NOUN,29.712118,3.2075315
ancestor,en,1,NOUN,15.914922,-9.487549
fence,en,1,NOUN,39.210197,-23.993185
lamb,en,2,NOUN,60.54272,-16.117542
turtle,en,2,NOUN,64.40327,-20.797102
cake,en,3,NOUN,57.06012,-17.668201
curse,en,1,NOUN,35.115578,1.3599311
habit,en,16,NOUN,31.094799,34.875023
exposition,en,1,NOUN,34.544647,-18.291964
oath,en,1,NOUN,29.284073,14.405891
tract,en,1,NOUN,19.416153,6.6148863
courtesy,en,3,NOUN,9.96343,38.511494
amber,en,1,NOUN,43.363342,-4.5163417
deity,en,1,NOUN,38.027794,-3.238832
passport,en,1,NOUN,-3.2905128,8.619409
shame,en,2,NOUN,39.5543,28.469795
laurel,en,1,NOUN,52.904972,-28.426126
stranger,en,7,NOUN,25.43516,-3.1903055
shoe,en,6,NOUN,53.684147,-1.3376443
basket,en,6,NOUN,52.48041,1.3061656
rage,en,1,NOUN,39.815372,31.108465
ceremonial,en,1,NOUN,30.385143,-15.563879
tooth,en,2,NOUN,56.995216,12.616288
mercer,en,1,NOUN,52.742382,-30.939571
meal,en,2,NOUN,58.41862,-15.267391
dominion,en,7,NOUN,-0.24788478,3.107287
medley,en,1,NOUN,33.008434,-5.539668
marquis,en,1,NOUN,13.734785,-18.916723
majesty,en,16,NOUN,10.170197,-21.137291
herb,en,4,NOUN,57.516724,-27.573277
dove,en,1,NOUN,65.595116,-21.816223
beef,en,1,NOUN,59.77847,-16.83214
plague,en,2,NOUN,52.33042,24.233135
pie,en,1,NOUN,56.814674,-17.705206
cement,en,1,NOUN,45.06397,-22.53553
refugee,en,1,NOUN,8.25122,44.520603
vintage,en,1,NOUN,41.302948,-10.042225
gentleman,en,7,NOUN,22.298595,-12.186284
banker,en,1,NOUN,20.280056,1.3028933
smile,en,8,NOUN,40.54197,13.115741
discourse,en,4,NOUN,28.60089,25.022665
chin,en,1,NOUN,59.125298,12.047936
rite,en,1,NOUN,24.024382,-22.99522
civility,en,15,NOUN,31.963257,26.926836
soup,en,1,NOUN,57.89304,-16.615957
dissertation,en,1,NOUN,19.894852,-17.953243
throat,en,5,NOUN,56.072968,10.28941
breath,en,1,NOUN,54.661766,18.428226
alley,en,3,NOUN,31.472706,-33.528187
miniature,en,1,NOUN,39.987263,-8.875961
straw,en,1,NOUN,58.897743,-4.285236
symmetry,en,1,NOUN,43.706745,9.030983
necessity,en,1,NOUN,20.766314,38.42326
disposal,en,3,NOUN,47.32375,-21.444538
mistress,en,11,NOUN,20.718233,-8.807215
bud,en,1,NOUN,57.488953,-27.705744
convenience,en,2,NOUN,23.350946,40.919113
shade,en,11,NOUN,53.681046,-9.431737
lamp,en,4,NOUN,46.267937,-11.215508
bloom,en,3,NOUN,56.843693,-26.444565
denial,en,2,NOUN,31.160563,32.461246
maid,en,16,NOUN,21.068737,-8.993257
parole,en,1,NOUN,37.94149,39.519802
vein,en,3,NOUN,3.1080835,51.702023
pilgrimage,en,1,NOUN,27.578358,-18.000572
antiquity,en,4,NOUN,32.198616,-16.951563
duel,en,1,NOUN,3.4338968,9.242053
darling,en,1,NOUN,17.300873,3.525334
harp,en,1,NOUN,36.854763,-8.610975
sauce,en,1,NOUN,57.93213,-16.75199
thief,en,1,NOUN,25.337267,-2.0184193
sentiment,en,5,NOUN,38.091846,32.537205
privilege,en,8,NOUN,27.189354,36.27463
captive,en,1,NOUN,39.796986,40.25069
wool,en,1,NOUN,57.840786,-4.344526
lumber,en,1,NOUN,48.03489,-23.62785
turret,en,1,NOUN,48.59268,-7.4686384
goat,en,1,NOUN,62.946144,-15.3917465
meadow,en,2,NOUN,51.18846,-23.114664
sic,en,103,NOUN,82.46149,6.25288
ruin,en,15,NOUN,25.371887,-29.477142
devotion,en,9,NOUN,32.959293,18.23589
noon,en,1,NOUN,15.280553,7.5052686
niece,en,2,NOUN,17.703625,-7.475908
patronage,en,1,NOUN,25.86436,-16.13282
patience,en,1,NOUN,34.50786,29.883322
tear,en,8,NOUN,53.573463,10.349127
peasant,en,6,NOUN,13.612597,-15.577468
murderer,en,1,NOUN,36.862797,41.717487
innocence,en,1,NOUN,35.835045,39.408028
abundance,en,7,NOUN,17.32554,22.448711
carpet,en,10,NOUN,54.43014,-3.53804
homage,en,1,NOUN,32.559216,-13.341083
beard,en,5,NOUN,58.07189,5.0652494
discretion,en,4,NOUN,27.721117,35.77196
garland,en,5,NOUN,54.72188,-29.667234
hazard,en,4,NOUN,14.845816,43.996193
obligation,en,1,NOUN,8.714131,29.66827
sect,en,4,NOUN,21.9185,-23.446009
satisfaction,en,3,NOUN,26.984913,31.838945
butter,en,1,NOUN,57.61794,-18.310379
repository,en,2,NOUN,10.560893,-36.434105
lemon,en,3,NOUN,55.78071,-19.421093
procession,en,6,NOUN,28.885887,-16.214468
jaw,en,1,NOUN,56.711407,12.122272
hatred,en,1,NOUN,38.42108,31.587208
spire,en,1,NOUN,37.46997,-27.751122
hut,en,2,NOUN,40.29092,-13.207847
humour,en,8,NOUN,34.627567,22.810625
niche,en,1,NOUN,39.914356,-30.24523
wax,en,4,NOUN,39.946037,-20.23782
motive,en,2,NOUN,25.212559,43.854317
pigeon,en,2,NOUN,65.4668,-21.307081
pillar,en,22,NOUN,36.949646,-22.90754
ignorance,en,6,NOUN,34.157547,28.229345
tavern,en,2,NOUN,37.76655,-13.345784
glasses,en,3,NOUN,44.421196,-9.933415
thickness,en,1,NOUN,46.458782,9.763886
preacher,en,2,NOUN,24.529514,-19.638586
resemblance,en,1,NOUN,26.918863,9.794485
weakness,en,3,NOUN,46.53123,19.48887
worm,en,1,NOUN,38.53128,-0.19643262
lip,en,1,NOUN,57.58203,10.828944
antique,en,2,NOUN,41.436386,-10.066178
velvet,en,6,NOUN,54.943485,-2.8167431
toilet,en,1,NOUN,45.660446,-15.225318
divinity,en,1,NOUN,20.612236,-19.235191
sleeve,en,10,NOUN,55.40444,1.9904116
saddle,en,1,NOUN,61.965492,-11.078639
blessing,en,2,NOUN,26.123962,-18.123837
vine,en,8,NOUN,54.916454,-25.161968
packet,en,1,NOUN,6.746452,18.627815
jewel,en,21,NOUN,43.3687,-2.6291575
tent,en,5,NOUN,40.414356,-13.322565
distress,en,1,NOUN,49.496952,23.372963
corpse,en,1,NOUN,52.209976,6.1082597
conscience,en,4,NOUN,30.239548,24.995535
ass,en,2,NOUN,46.999287,-3.9505453
bravery,en,1,NOUN,26.396687,13.350774
morality,en,3,NOUN,30.16491,25.03565
compass,en,4,NOUN,5.1942377,-32.97248
